scenario_id,original_keys,renamed_keys,equivariant
case-3927,"['m-case-3927-target', 'm-case-3927-condition', 'm-case-3927-distractor']","['m-case-3927-target_renamed_val', 'm-case-3927-condition_renamed_val', 'm-case-3927-distractor_renamed_val']",1
case-3928,"['m-case-3928-target', 'm-case-3928-condition', 'm-case-3928-distractor']","['m-case-3928-target_renamed_val', 'm-case-3928-condition_renamed_val', 'm-case-3928-distractor_renamed_val']",1
case-3929,"['m-case-3929-target', 'm-case-3929-condition', 'm-case-3929-distractor']","['m-case-3929-target_renamed_val', 'm-case-3929-condition_renamed_val', 'm-case-3929-distractor_renamed_val']",1
case-3930,"['m-case-3930-target', 'm-case-3930-condition', 'm-case-3930-distractor']","['m-case-3930-target_renamed_val', 'm-case-3930-condition_renamed_val', 'm-case-3930-distractor_renamed_val']",1
case-3931,"['m-case-3931-target', 'm-case-3931-condition', 'm-case-3931-distractor']","['m-case-3931-target_renamed_val', 'm-case-3931-condition_renamed_val', 'm-case-3931-distractor_renamed_val']",1
case-3932,"['m-case-3932-target', 'm-case-3932-condition', 'm-case-3932-distractor']","['m-case-3932-target_renamed_val', 'm-case-3932-condition_renamed_val', 'm-case-3932-distractor_renamed_val']",1
case-3933,"['m-case-3933-target', 'm-case-3933-condition', 'm-case-3933-distractor']","['m-case-3933-target_renamed_val', 'm-case-3933-condition_renamed_val', 'm-case-3933-distractor_renamed_val']",1
case-3934,"['m-case-3934-target', 'm-case-3934-condition', 'm-case-3934-distractor']","['m-case-3934-target_renamed_val', 'm-case-3934-condition_renamed_val', 'm-case-3934-distractor_renamed_val']",1
case-3935,"['m-case-3935-target', 'm-case-3935-condition', 'm-case-3935-distractor']","['m-case-3935-target_renamed_val', 'm-case-3935-condition_renamed_val', 'm-case-3935-distractor_renamed_val']",1
case-3936,"['m-case-3936-target', 'm-case-3936-condition', 'm-case-3936-distractor']","['m-case-3936-target_renamed_val', 'm-case-3936-condition_renamed_val', 'm-case-3936-distractor_renamed_val']",1
case-3937,"['m-case-3937-target', 'm-case-3937-condition', 'm-case-3937-distractor']","['m-case-3937-target_renamed_val', 'm-case-3937-condition_renamed_val', 'm-case-3937-distractor_renamed_val']",1
case-3938,"['m-case-3938-target', 'm-case-3938-condition', 'm-case-3938-distractor']","['m-case-3938-target_renamed_val', 'm-case-3938-condition_renamed_val', 'm-case-3938-distractor_renamed_val']",1
case-3939,"['m-case-3939-target', 'm-case-3939-condition', 'm-case-3939-distractor']","['m-case-3939-target_renamed_val', 'm-case-3939-condition_renamed_val', 'm-case-3939-distractor_renamed_val']",1
case-3940,"['m-case-3940-target', 'm-case-3940-condition', 'm-case-3940-distractor']","['m-case-3940-target_renamed_val', 'm-case-3940-condition_renamed_val', 'm-case-3940-distractor_renamed_val']",1
case-3941,"['m-case-3941-target', 'm-case-3941-condition', 'm-case-3941-distractor']","['m-case-3941-target_renamed_val', 'm-case-3941-condition_renamed_val', 'm-case-3941-distractor_renamed_val']",1
case-3942,"['m-case-3942-target', 'm-case-3942-condition', 'm-case-3942-distractor']","['m-case-3942-target_renamed_val', 'm-case-3942-condition_renamed_val', 'm-case-3942-distractor_renamed_val']",1
case-3943,"['m-case-3943-target', 'm-case-3943-condition', 'm-case-3943-distractor']","['m-case-3943-target_renamed_val', 'm-case-3943-condition_renamed_val', 'm-case-3943-distractor_renamed_val']",1
case-3944,"['m-case-3944-target', 'm-case-3944-condition', 'm-case-3944-distractor']","['m-case-3944-target_renamed_val', 'm-case-3944-condition_renamed_val', 'm-case-3944-distractor_renamed_val']",1
case-3945,"['m-case-3945-target', 'm-case-3945-condition', 'm-case-3945-distractor']","['m-case-3945-target_renamed_val', 'm-case-3945-condition_renamed_val', 'm-case-3945-distractor_renamed_val']",1
case-3946,"['m-case-3946-target', 'm-case-3946-condition', 'm-case-3946-distractor']","['m-case-3946-target_renamed_val', 'm-case-3946-condition_renamed_val', 'm-case-3946-distractor_renamed_val']",1
case-3947,"['m-case-3947-target', 'm-case-3947-condition', 'm-case-3947-distractor']","['m-case-3947-target_renamed_val', 'm-case-3947-condition_renamed_val', 'm-case-3947-distractor_renamed_val']",1
case-3948,"['m-case-3948-target', 'm-case-3948-condition', 'm-case-3948-distractor']","['m-case-3948-target_renamed_val', 'm-case-3948-condition_renamed_val', 'm-case-3948-distractor_renamed_val']",1
case-3949,"['m-case-3949-target', 'm-case-3949-condition', 'm-case-3949-distractor']","['m-case-3949-target_renamed_val', 'm-case-3949-condition_renamed_val', 'm-case-3949-distractor_renamed_val']",1
case-3950,"['m-case-3950-target', 'm-case-3950-condition', 'm-case-3950-distractor']","['m-case-3950-target_renamed_val', 'm-case-3950-condition_renamed_val', 'm-case-3950-distractor_renamed_val']",1
case-3951,"['m-case-3951-target', 'm-case-3951-condition', 'm-case-3951-distractor']","['m-case-3951-target_renamed_val', 'm-case-3951-condition_renamed_val', 'm-case-3951-distractor_renamed_val']",1
case-3952,"['m-case-3952-target', 'm-case-3952-condition', 'm-case-3952-distractor']","['m-case-3952-target_renamed_val', 'm-case-3952-condition_renamed_val', 'm-case-3952-distractor_renamed_val']",1
case-3953,"['m-case-3953-target', 'm-case-3953-condition', 'm-case-3953-distractor']","['m-case-3953-target_renamed_val', 'm-case-3953-condition_renamed_val', 'm-case-3953-distractor_renamed_val']",1
case-3954,"['m-case-3954-target', 'm-case-3954-condition', 'm-case-3954-distractor']","['m-case-3954-target_renamed_val', 'm-case-3954-condition_renamed_val', 'm-case-3954-distractor_renamed_val']",1
case-3955,"['m-case-3955-target', 'm-case-3955-condition', 'm-case-3955-distractor']","['m-case-3955-target_renamed_val', 'm-case-3955-condition_renamed_val', 'm-case-3955-distractor_renamed_val']",1
case-3956,"['m-case-3956-target', 'm-case-3956-condition', 'm-case-3956-distractor']","['m-case-3956-target_renamed_val', 'm-case-3956-condition_renamed_val', 'm-case-3956-distractor_renamed_val']",1
case-3957,"['m-case-3957-target', 'm-case-3957-condition', 'm-case-3957-distractor']","['m-case-3957-target_renamed_val', 'm-case-3957-condition_renamed_val', 'm-case-3957-distractor_renamed_val']",1
case-3958,"['m-case-3958-target', 'm-case-3958-condition', 'm-case-3958-distractor']","['m-case-3958-target_renamed_val', 'm-case-3958-condition_renamed_val', 'm-case-3958-distractor_renamed_val']",1
case-3959,"['m-case-3959-target', 'm-case-3959-condition', 'm-case-3959-distractor']","['m-case-3959-target_renamed_val', 'm-case-3959-condition_renamed_val', 'm-case-3959-distractor_renamed_val']",1
case-3960,"['m-case-3960-target', 'm-case-3960-condition', 'm-case-3960-distractor']","['m-case-3960-target_renamed_val', 'm-case-3960-condition_renamed_val', 'm-case-3960-distractor_renamed_val']",1
case-3961,"['m-case-3961-target', 'm-case-3961-condition', 'm-case-3961-distractor']","['m-case-3961-target_renamed_val', 'm-case-3961-condition_renamed_val', 'm-case-3961-distractor_renamed_val']",1
case-3962,"['m-case-3962-target', 'm-case-3962-condition', 'm-case-3962-distractor']","['m-case-3962-target_renamed_val', 'm-case-3962-condition_renamed_val', 'm-case-3962-distractor_renamed_val']",1
case-3963,"['m-case-3963-target', 'm-case-3963-condition', 'm-case-3963-distractor']","['m-case-3963-target_renamed_val', 'm-case-3963-condition_renamed_val', 'm-case-3963-distractor_renamed_val']",1
case-3964,"['m-case-3964-target', 'm-case-3964-condition', 'm-case-3964-distractor']","['m-case-3964-target_renamed_val', 'm-case-3964-condition_renamed_val', 'm-case-3964-distractor_renamed_val']",1
case-3965,"['m-case-3965-target', 'm-case-3965-condition', 'm-case-3965-distractor']","['m-case-3965-target_renamed_val', 'm-case-3965-condition_renamed_val', 'm-case-3965-distractor_renamed_val']",1
case-3966,"['m-case-3966-target', 'm-case-3966-condition', 'm-case-3966-distractor']","['m-case-3966-target_renamed_val', 'm-case-3966-condition_renamed_val', 'm-case-3966-distractor_renamed_val']",1
case-3967,"['m-case-3967-target', 'm-case-3967-condition', 'm-case-3967-distractor']","['m-case-3967-target_renamed_val', 'm-case-3967-condition_renamed_val', 'm-case-3967-distractor_renamed_val']",1
case-3968,"['m-case-3968-target', 'm-case-3968-condition', 'm-case-3968-distractor']","['m-case-3968-target_renamed_val', 'm-case-3968-condition_renamed_val', 'm-case-3968-distractor_renamed_val']",1
case-3969,"['m-case-3969-target', 'm-case-3969-condition', 'm-case-3969-distractor']","['m-case-3969-target_renamed_val', 'm-case-3969-condition_renamed_val', 'm-case-3969-distractor_renamed_val']",1
case-3970,"['m-case-3970-target', 'm-case-3970-condition', 'm-case-3970-distractor']","['m-case-3970-target_renamed_val', 'm-case-3970-condition_renamed_val', 'm-case-3970-distractor_renamed_val']",1
case-3971,"['m-case-3971-target', 'm-case-3971-condition', 'm-case-3971-distractor']","['m-case-3971-target_renamed_val', 'm-case-3971-condition_renamed_val', 'm-case-3971-distractor_renamed_val']",1
case-3972,"['m-case-3972-target', 'm-case-3972-condition', 'm-case-3972-distractor']","['m-case-3972-target_renamed_val', 'm-case-3972-condition_renamed_val', 'm-case-3972-distractor_renamed_val']",1
case-3973,"['m-case-3973-target', 'm-case-3973-condition', 'm-case-3973-distractor']","['m-case-3973-target_renamed_val', 'm-case-3973-condition_renamed_val', 'm-case-3973-distractor_renamed_val']",1
case-3974,"['m-case-3974-target', 'm-case-3974-condition', 'm-case-3974-distractor']","['m-case-3974-target_renamed_val', 'm-case-3974-condition_renamed_val', 'm-case-3974-distractor_renamed_val']",1
case-3975,"['m-case-3975-target', 'm-case-3975-condition', 'm-case-3975-distractor']","['m-case-3975-target_renamed_val', 'm-case-3975-condition_renamed_val', 'm-case-3975-distractor_renamed_val']",1
case-3976,"['m-case-3976-target', 'm-case-3976-condition', 'm-case-3976-distractor']","['m-case-3976-target_renamed_val', 'm-case-3976-condition_renamed_val', 'm-case-3976-distractor_renamed_val']",1
case-3977,"['m-case-3977-target', 'm-case-3977-condition', 'm-case-3977-distractor']","['m-case-3977-target_renamed_val', 'm-case-3977-condition_renamed_val', 'm-case-3977-distractor_renamed_val']",1
case-3978,"['m-case-3978-target', 'm-case-3978-condition', 'm-case-3978-distractor']","['m-case-3978-target_renamed_val', 'm-case-3978-condition_renamed_val', 'm-case-3978-distractor_renamed_val']",1
case-3979,"['m-case-3979-target', 'm-case-3979-condition', 'm-case-3979-distractor']","['m-case-3979-target_renamed_val', 'm-case-3979-condition_renamed_val', 'm-case-3979-distractor_renamed_val']",1
case-3980,"['m-case-3980-target', 'm-case-3980-condition', 'm-case-3980-distractor']","['m-case-3980-target_renamed_val', 'm-case-3980-condition_renamed_val', 'm-case-3980-distractor_renamed_val']",1
case-3981,"['m-case-3981-target', 'm-case-3981-condition', 'm-case-3981-distractor']","['m-case-3981-target_renamed_val', 'm-case-3981-condition_renamed_val', 'm-case-3981-distractor_renamed_val']",1
case-3982,"['m-case-3982-target', 'm-case-3982-condition', 'm-case-3982-distractor']","['m-case-3982-target_renamed_val', 'm-case-3982-condition_renamed_val', 'm-case-3982-distractor_renamed_val']",1
case-3983,"['m-case-3983-target', 'm-case-3983-condition', 'm-case-3983-distractor']","['m-case-3983-target_renamed_val', 'm-case-3983-condition_renamed_val', 'm-case-3983-distractor_renamed_val']",1
case-3984,"['m-case-3984-target', 'm-case-3984-condition', 'm-case-3984-distractor']","['m-case-3984-target_renamed_val', 'm-case-3984-condition_renamed_val', 'm-case-3984-distractor_renamed_val']",1
case-3985,"['m-case-3985-target', 'm-case-3985-condition', 'm-case-3985-distractor']","['m-case-3985-target_renamed_val', 'm-case-3985-condition_renamed_val', 'm-case-3985-distractor_renamed_val']",1
case-3986,"['m-case-3986-target', 'm-case-3986-condition', 'm-case-3986-distractor']","['m-case-3986-target_renamed_val', 'm-case-3986-condition_renamed_val', 'm-case-3986-distractor_renamed_val']",1
case-3987,"['m-case-3987-target', 'm-case-3987-condition', 'm-case-3987-distractor']","['m-case-3987-target_renamed_val', 'm-case-3987-condition_renamed_val', 'm-case-3987-distractor_renamed_val']",1
case-3988,"['m-case-3988-target', 'm-case-3988-condition', 'm-case-3988-distractor']","['m-case-3988-target_renamed_val', 'm-case-3988-condition_renamed_val', 'm-case-3988-distractor_renamed_val']",1
case-3989,"['m-case-3989-target', 'm-case-3989-condition', 'm-case-3989-distractor']","['m-case-3989-target_renamed_val', 'm-case-3989-condition_renamed_val', 'm-case-3989-distractor_renamed_val']",1
case-3990,"['m-case-3990-target', 'm-case-3990-condition', 'm-case-3990-distractor']","['m-case-3990-target_renamed_val', 'm-case-3990-condition_renamed_val', 'm-case-3990-distractor_renamed_val']",1
case-3991,"['m-case-3991-target', 'm-case-3991-condition', 'm-case-3991-distractor']","['m-case-3991-target_renamed_val', 'm-case-3991-condition_renamed_val', 'm-case-3991-distractor_renamed_val']",1
case-3992,"['m-case-3992-target', 'm-case-3992-condition', 'm-case-3992-distractor']","['m-case-3992-target_renamed_val', 'm-case-3992-condition_renamed_val', 'm-case-3992-distractor_renamed_val']",1
case-3993,"['m-case-3993-target', 'm-case-3993-condition', 'm-case-3993-distractor']","['m-case-3993-target_renamed_val', 'm-case-3993-condition_renamed_val', 'm-case-3993-distractor_renamed_val']",1
case-3994,"['m-case-3994-target', 'm-case-3994-condition', 'm-case-3994-distractor']","['m-case-3994-target_renamed_val', 'm-case-3994-condition_renamed_val', 'm-case-3994-distractor_renamed_val']",1
case-3995,"['m-case-3995-target', 'm-case-3995-condition', 'm-case-3995-distractor']","['m-case-3995-target_renamed_val', 'm-case-3995-condition_renamed_val', 'm-case-3995-distractor_renamed_val']",1
case-3996,"['m-case-3996-target', 'm-case-3996-condition', 'm-case-3996-distractor']","['m-case-3996-target_renamed_val', 'm-case-3996-condition_renamed_val', 'm-case-3996-distractor_renamed_val']",1
case-3997,"['m-case-3997-target', 'm-case-3997-condition', 'm-case-3997-distractor']","['m-case-3997-target_renamed_val', 'm-case-3997-condition_renamed_val', 'm-case-3997-distractor_renamed_val']",1
case-3998,"['m-case-3998-target', 'm-case-3998-condition', 'm-case-3998-distractor']","['m-case-3998-target_renamed_val', 'm-case-3998-condition_renamed_val', 'm-case-3998-distractor_renamed_val']",1
case-3999,"['m-case-3999-target', 'm-case-3999-condition', 'm-case-3999-distractor']","['m-case-3999-target_renamed_val', 'm-case-3999-condition_renamed_val', 'm-case-3999-distractor_renamed_val']",1
case-4000,"['m-case-4000-target', 'm-case-4000-condition', 'm-case-4000-distractor']","['m-case-4000-target_renamed_val', 'm-case-4000-condition_renamed_val', 'm-case-4000-distractor_renamed_val']",1
